fen,ply,game_id,engine_best,best_cp,engine_margin,played_move,p_engine_move_1100,p_engine_move_1400,p_engine_move_1700,p_engine_move_2000,human_top_1100,human_top_1400,human_top_1700,human_top_2000,human_cost_cp,p_max,p_slope,machine_unique,source,family,piece,capture,check,quiet,pawn_move,phase,real_found
6r1/pp3pk1/4bp1p/3p4/2pP1QB1/2P5/PP1N4/7K b - - 4 26,52,JBZtTTzw,g8e8,-582,19,b7b5,0.0088,0.0086,0.0116,0.0193,e6g4,e6g4,g7f8,g7f8,208.0,0.0193,0.0105,True,club,3,rook,False,False,True,False,endgame,False
8/7Q/4pprp/3p1k2/1ppP3N/2P5/PP6/7K b - - 1 32,64,JBZtTTzw,f5f4,-789,6,f5f4,0.0239,0.0266,0.0306,0.0412,f5g5,f5g5,f5g5,f5g5,1198.0,0.0412,0.0173,True,club,3,king,False,False,True,False,endgame,True
1nkr3r/Qpp1q3/p2p1p1p/4n3/8/P1B5/1PP1B1PP/2K1R3 b - - 3 22,44,xzKh9OLu,f6f5,392,21,f6f5,0.0151,0.0098,0.0077,0.0082,e5c6,e5c6,e5c6,e5c6,162.0,0.0151,-0.0069,True,club,7,pawn,False,False,True,True,middlegame,True
8/ppp3kp/4r1p1/4R1Q1/8/5P2/PP3P1P/6K1 b - - 1 26,52,s85GI732,g7f7,-821,1,e6f6,0.0183,0.0176,0.0195,0.023,e6e5,e6e5,e6e5,e6d6,1173.0,0.023,0.0047,True,club,3,king,False,False,True,False,endgame,False
6k1/1q3p1p/1P1ppbp1/BQ1n4/3P4/5N1P/5PP1/6K1 b - - 4 32,64,AtyzwkhP,g8f8,0,0,g8f8,0.0172,0.0225,0.0329,0.0496,f6d8,f6d8,f6d8,f6d8,545.0,0.0496,0.0324,True,club,4,king,False,False,True,False,endgame,True
3rr1k1/npp1qppn/p6p/3Pp3/1PP5/P4N1P/2B1QPP1/3RR1K1 b - - 0 22,44,I975x4Wa,e5e4,-268,14,h7g5,0.0296,0.0186,0.0123,0.0083,f7f6,f7f6,f7f6,f7f6,143.0,0.0296,-0.0213,True,club,6,pawn,False,False,True,True,middlegame,False
2k3rr/pp1bbp2/4p3/3pPnpp/1Ppq4/2Q3PP/P3BP1N/RNB2RK1 b - - 1 18,36,w5v0nO20,f5g3,276,106,d4b6,0.0295,0.0286,0.0285,0.0292,d4c3,d4b6,d4b6,d4b6,157.0,0.0295,-0.0003,True,club,2,knight,True,False,False,False,middlegame,False
r2qr1k1/3bN1pn/p4p1p/1ppP4/8/2P4P/PPQ3P1/1B2RRK1 b - - 3 26,52,15Wkba1A,d8e7,-861,27,e8e7,0.0144,0.0085,0.0081,0.009,e8e7,e8e7,e8e7,e8e7,1128.0,0.0144,-0.0054,True,club,6,queen,True,False,False,False,middlegame,False
r2qnrk1/pb1n1p2/1p1p3p/2p1pN2/2PPPP1p/2PB4/P2Q2PP/R4RK1 b - - 0 16,32,I4Ar14tc,c5d4,114,21,d8f6,0.0419,0.0231,0.0132,0.0081,g8h7,g8h7,g8h7,g8h7,183.0,0.0419,-0.0338,True,club,6,pawn,True,False,False,True,middlegame,False
r2qnrk1/pb1n1p2/1p1P3p/2p2N2/2PPP2p/2PB4/P2Q2PP/R4RK1 b - - 0 18,36,I4Ar14tc,e8d6,-583,52,e8d6,0.0332,0.0136,0.0047,0.0017,d8g5,d8g5,d8g5,d8g5,217.0,0.0332,-0.0315,True,club,6,knight,True,False,False,False,middlegame,True
2rqkbnr/5ppp/p3p3/1p6/2nN2PP/2N1BQ2/PP2KP2/R6R b k - 5 16,32,rrYpPTnF,f8d6,141,42,c4b2,0.0049,0.0055,0.0062,0.0071,c4b2,c4b2,c4e3,c4e3,142.0,0.0071,0.0022,True,club,0,bishop,False,False,True,False,middlegame,False
2rqkbnr/5ppp/p3p3/1p6/2nNN1PP/4BQ2/P3KP2/3R3R b k - 3 18,36,rrYpPTnF,d8d5,129,8,d8c7,0.0125,0.0106,0.0105,0.0156,d8a5,d8a5,d8a5,c4e3,203.0,0.0156,0.0031,True,club,0,queen,False,False,True,False,middlegame,False
3Rn3/4pk1p/3p2p1/p1n5/2NrP2P/5P2/4KP2/2R5 b - - 3 26,52,9TI8Fxe5,c5e6,-79,9,a5a4,0.0383,0.0392,0.0373,0.0422,a5a4,a5a4,a5a4,a5a4,121.0,0.0422,0.0039,True,club,5,knight,False,False,True,False,endgame,False
2kr1b1r/pp1q1pp1/4p1p1/3n4/3P2P1/P5BP/1KP1QPB1/3R3R b - - 0 18,36,T7iSzK3x,f8a3,146,146,d7a4,0.0483,0.0346,0.0241,0.0183,d7a4,d7a4,d7a4,d7a4,156.0,0.0483,-0.03,True,club,0,bishop,True,True,False,False,middlegame,False
2kr4/ppp2ppp/r6b/2P5/1P6/P7/R2N1PPP/3R1K2 b - - 2 26,52,Fje4arnx,d8d2,308,21,d8d3,0.0069,0.0063,0.0062,0.0058,a6e6,a6e6,a6e6,a6e6,156.0,0.0069,-0.0011,True,club,5,rook,True,False,False,False,endgame,False
r2q1rk1/pp1nbppp/4pn2/3p4/3P1Bb1/1Q2PN2/PP1NBPPP/R4RK1 b - - 1 10,20,1pX40Aiz,f6e4,22,29,b7b6,0.024,0.0151,0.0105,0.0075,b7b6,b7b6,b7b6,b7b6,173.0,0.024,-0.0165,True,club,1,knight,False,False,True,False,opening,False
r1bq1rk1/3n1ppp/2pp1n2/ppb1p1B1/P3PP2/1BNP4/1PPQ2PP/2KR2NR b - - 0 10,20,J4AQjgj9,c5b4,136,5,d8b6,0.0328,0.0345,0.0342,0.0378,b5b4,b5b4,b5b4,b5b4,138.0,0.0378,0.005,True,club,1,bishop,False,False,True,False,opening,False
r1b2rk1/3n1ppp/1qp2n2/ppb1p1B1/P3P3/1BNP1N2/1PPQ2PP/2KR3R b - - 1 12,24,J4AQjgj9,b6c7,51,0,h7h6,0.0018,0.0022,0.003,0.0053,b5a4,b5a4,b5a4,b5a4,133.0,0.0053,0.0035,True,club,1,queen,False,False,True,False,middlegame,False
r4rk1/1pp2pp1/p2p3p/8/P1B1Pq1n/2PPRnNP/1P2QP2/R4K2 b - - 6 20,40,5JDjS7vS,g8h8,178,89,f3e5,0.0033,0.0093,0.0198,0.0295,f3h2,f3h2,f3h2,f3h2,106.0,0.0295,0.0262,True,club,0,king,False,False,True,False,middlegame,False
r4rk1/1p2bpp1/pq2b2p/3pPp2/N1nP1P2/P3BN2/1P4PP/2RQ1RK1 b - - 4 18,36,tzgrCE8T,b6c6,129,33,b6a5,0.049,0.0486,0.0453,0.0408,b6b5,b6b5,b6b5,c4e3,312.0,0.049,-0.0082,True,club,0,queen,False,False,True,False,middlegame,False
2q5/Q1nk4/1B1pn1p1/3Np1P1/4P3/8/7P/4K3 b - - 10 34,68,MLSgxZxH,c8a6,-1,0,d7d8,0.044,0.0289,0.0256,0.0363,d7c6,d7c6,d7c6,d7c6,796.0,0.044,-0.0077,True,club,4,queen,False,False,True,False,endgame,False
r2kr3/1p2p3/p2p1n1p/5qp1/1BN5/2P2P2/4Q1PP/R3R2K b - - 5 24,48,3dI38cFT,d8c7,-524,39,f6d5,0.0326,0.0355,0.0409,0.045,f6d5,f6d5,f6d5,f6d5,207.0,0.045,0.0124,True,club,3,king,False,False,True,False,middlegame,False
rnbqk2r/pppn1ppp/1b2p3/3pP3/1P1P4/P1N1BP2/2P3PP/R2QKBNR b KQkq - 2 8,16,oYXFF3p7,d7e5,76,81,c7c6,0.0113,0.0127,0.0231,0.0314,e8g8,e8g8,e8g8,a7a5,154.0,0.0314,0.0201,True,club,1,knight,True,False,False,False,opening,False
2kr3r/p1p1b3/1p1p1p2/n3qQp1/1P1N4/2P5/P5PP/R1BR2K1 b - - 2 22,44,sYNmuiPC,d8d7,-170,52,e5f5,0.0377,0.0162,0.0068,0.004,e5f5,e5f5,e5f5,e5f5,156.0,0.0377,-0.0337,True,club,4,rook,False,False,True,False,middlegame,False
1k1r3r/p1p1N3/1p1p1p2/nP4p1/2P5/8/P5PP/R1BR2K1 b - - 0 26,52,sYNmuiPC,h8h6,-395,0,a5c4,0.009,0.0103,0.0123,0.0118,a5c4,a5c4,a5c4,a5c4,121.0,0.0123,0.0028,True,club,2,rook,False,False,True,False,middlegame,False
2q2rk1/p4p1p/bp1b2p1/2p4n/2NP4/3Q2P1/PPB1RP1P/4R1K1 b - - 0 22,44,TKuFHqMJ,h5f4,0,189,d6b8,0.0089,0.0068,0.005,0.0036,c5d4,c5d4,c5d4,c5d4,468.0,0.0089,-0.0053,True,club,0,knight,False,False,True,False,middlegame,False
1b3rk1/p3Rp1p/b4Qp1/1pp5/2NP4/1P4Pq/P1B2P1P/4R1K1 b - - 0 26,52,TKuFHqMJ,h3h6,-678,36,a6c8,0.0205,0.0196,0.0143,0.0105,b5c4,b5c4,b5c4,b5c4,1313.0,0.0205,-0.01,True,club,3,queen,False,False,True,False,middlegame,False
r4r1k/pp2Q1p1/8/3p3p/2pP4/2P3NP/PPq5/4R2K b - - 1 32,64,KULfAAWN,f8e8,487,2,a8e8,0.0212,0.0103,0.0049,0.003,f8f2,f8f2,f8f2,c2f2,169.0,0.0212,-0.0182,True,club,7,rook,False,False,True,False,endgame,False
r2q3k/1b1pnrbp/p1n1ppp1/1p6/4PB2/2N2N2/PP1Q1PPP/1BRR2K1 b - - 7 16,32,57yJXhaD,g6g5,57,74,e7c8,0.0466,0.0407,0.0325,0.0222,d7d5,d7d5,d7d5,d7d5,101.0,0.0466,-0.0244,True,club,1,pawn,False,False,True,True,middlegame,False
r2r1nk1/pb1qppbp/1pn3p1/2pNP3/2P1BP2/P3BN2/1P2Q1PP/R4RK1 b - - 4 18,36,cFYXMMyM,f7f5,-85,32,f8e6,0.0344,0.0181,0.0088,0.0055,e7e6,f8e6,f8e6,f8e6,103.0,0.0344,-0.0289,True,club,1,pawn,False,False,True,True,middlegame,False
1rb2rk1/4qpp1/2p4p/ppn1p3/4Pn2/P1N1QN1P/1PP2PP1/2RR1BK1 b - - 3 18,36,V4F3bAnv,f4g6,-37,0,b5b4,0.0091,0.0118,0.0131,0.0108,b5b4,b5b4,b5b4,c5e6,132.0,0.0131,0.0017,True,club,1,knight,False,False,True,False,middlegame,False
r1bqr1k1/pp2b2p/1n2p1pB/4P3/2PpN3/5NQ1/PP4P1/R4RK1 b - - 1 18,36,liAHHVEZ,b6d7,-504,58,b6c4,0.01,0.012,0.0154,0.0192,b6c4,b6c4,b6c4,b6c4,180.0,0.0192,0.0092,True,club,6,knight,False,False,True,False,middlegame,False
r1bqr1k1/pp2b2p/4p1p1/4P3/3pN3/4BNQ1/PP4P1/3R1RK1 b - - 0 20,40,liAHHVEZ,c8d7,-552,17,d4e3,0.0278,0.0214,0.0161,0.0139,d8b6,d8b6,d8b6,d8b6,112.0,0.0278,-0.0139,True,club,3,bishop,False,False,True,False,middlegame,False
6k1/pp5p/4p1p1/1b6/8/4Q3/PP4PK/5r2 b - - 3 34,68,liAHHVEZ,a7a6,-20,41,b5c6,0.0207,0.016,0.0118,0.0098,f1f6,f1f6,f1f6,f1f6,208.0,0.0207,-0.0109,True,club,4,pawn,False,False,True,True,endgame,False
7k/6p1/4n1p1/3PP2p/2q1N3/7P/5PP1/3Q2K1 b - - 0 32,64,byeY73yB,e6c7,-481,2,e6f4,0.0454,0.0281,0.0169,0.0143,c4e4,c4e4,c4e4,c4e4,363.0,0.0454,-0.0311,True,club,4,knight,False,False,True,False,endgame,False
4rkr1/pQ1bb3/2p2p2/5p2/3P4/2P2NBq/P4PP1/R3R1K1 b - - 1 26,52,fjYifssl,d7c8,-372,113,g8g3,0.044,0.039,0.0371,0.0381,g8g3,g8g3,g8g3,g8g3,267.0,0.044,-0.0059,True,club,6,bishop,False,False,True,False,middlegame,False
4rrk1/1R5p/1Rq2np1/4ppQ1/3p4/5P2/P4BPP/6K1 b - - 3 34,68,ZAI4ipF1,c6c5,16,16,c6d5,0.0373,0.0324,0.0293,0.0304,c6c1,c6c1,c6c1,c6c2,348.0,0.0373,-0.0069,True,club,5,queen,False,False,True,False,middlegame,False
r1q3k1/1b1np3/pp1pN3/2pP3p/P1Pbp1p1/2N5/1PQB2PP/5R1K b - - 2 24,48,Fg55hUTj,d7f8,-255,167,d7f6,0.0249,0.0234,0.0186,0.02,d7f6,d7f6,d7f6,d7f6,241.0,0.0249,-0.0049,True,club,6,knight,False,False,True,False,middlegame,False
r1q3k1/1b2p3/pp1pN3/2pP3p/P1PbQ1p1/8/1P1B2PP/5R1K b - - 0 26,52,Fg55hUTj,g8h8,-823,197,d4f6,0.0199,0.02,0.0199,0.0211,c8e8,c8e8,d4f6,d4f6,1173.0,0.0211,0.0012,True,club,3,king,False,False,True,False,middlegame,False
rn3bnr/2q1k2p/1NpNPpp1/p7/P3P3/8/1PP2PPP/R1BQ1RK1 b - - 0 14,28,HSvXwDMM,b8a6,-703,46,a8a6,0.0136,0.0102,0.0085,0.0092,c7b6,c7b6,c7b6,c7b6,161.0,0.0136,-0.0044,True,club,3,knight,False,False,True,False,middlegame,False
r6r/pp3k2/2n1q1p1/3R1nBp/7P/P2Q4/1P2NP2/5RK1 b - - 2 26,52,Nre4rxJN,f5d4,-401,5,h8e8,0.0032,0.0015,0.0008,0.0006,c6e5,c6e5,c6e5,h8e8,103.0,0.0032,-0.0026,True,club,6,knight,False,False,True,False,middlegame,False
r2qkb1r/1p1b1pp1/p1nppn1p/8/4P3/1P2QN1P/P1P1BPP1/RNB1K2R b KQkq - 1 10,20,aaUyuNaG,d6d5,170,92,f8e7,0.043,0.0257,0.0166,0.0299,f8e7,f8e7,f8e7,f8e7,137.0,0.043,-0.0131,True,club,1,pawn,False,False,True,True,opening,False
3qnrk1/1p1b1pp1/4p2p/3pP1b1/8/1PBBNN1P/5PP1/2Q3K1 b - - 3 24,48,aaUyuNaG,d5d4,227,77,b7b5,0.0095,0.0059,0.004,0.0036,g5e3,g5e3,g5e3,g5e3,109.0,0.0095,-0.0059,True,club,0,pawn,False,False,True,True,middlegame,False
4rrk1/pp4pp/2p5/2Npp1q1/3P4/P2P2Pb/BP3P2/R2Q1RK1 b - - 0 20,40,OTNObjYR,g8h8,361,152,h3f1,0.0013,0.0013,0.0016,0.0028,h3f1,h3f1,h3f1,h3f1,236.0,0.0028,0.0015,True,club,2,king,False,False,True,False,middlegame,False
1k5r/pppB1ppp/8/8/Qb1q4/4rPK1/PP4PP/R6R b - - 3 18,36,ZWMr0aVH,g7g5,772,77,b4d6,0.0057,0.0048,0.0047,0.0058,b4d6,b4d6,b4d6,b4d6,218.0,0.0058,0.0001,True,club,7,pawn,False,False,True,True,middlegame,False
1k5r/pppB1ppp/3b4/1Q2q3/8/4rP1K/PP4PP/R6R b - - 7 20,40,ZWMr0aVH,c7c5,671,89,e5f6,0.0053,0.0043,0.0045,0.0058,e5b5,e5b5,e5f4,e5f4,179.0,0.0058,0.0005,True,club,7,pawn,False,False,True,True,middlegame,False
r1bq1r2/ppp1npkp/3p1np1/3Pp3/4P3/2N2P2/PPPQN1PP/R3KB1R b KQ - 2 10,20,VbGYxADT,h7h5,10,2,f6g8,0.0087,0.006,0.0082,0.0139,c7c6,c7c6,c7c6,f6h5,164.0,0.0139,0.0052,True,club,1,pawn,False,False,True,True,opening,False
r4r1k/pppb3p/3p4/3Pp3/4P2Q/2Nq2N1/PP3n2/K4RR1 b - - 1 26,52,VbGYxADT,a8e8,-252,69,d3e3,0.0094,0.0091,0.0104,0.0139,f8f4,f8f4,f8f4,f8f4,200.0,0.0139,0.0045,True,club,6,rook,False,False,True,False,middlegame,False
r4rk1/1pp2pb1/3p1qpp/p1n5/b1QPP3/P5P1/4NPBP/RN3RK1 b - - 1 16,32,J0sDnOhC,f6e6,289,30,b7b5,0.0173,0.0147,0.012,0.0102,a4b3,a4b3,b7b5,a4b3,188.0,0.0173,-0.0071,True,club,0,queen,False,False,True,False,middlegame,False
r1bq1rk1/pp1pbppp/2p5/P2nP2Q/1P1PN3/2P3P1/1B4BP/R4RK1 b - - 2 20,40,jgV7B9d4,f7f5,-205,48,d7d6,0.0049,0.0085,0.02,0.0378,d5e3,d5e3,d5e3,d5e3,300.0,0.0378,0.0329,True,club,1,pawn,False,False,True,True,middlegame,False
1r3rk1/q4pbp/3p2pn/1ppN1P2/6P1/1PP4P/P2Q4/2KR2BR b - - 0 22,44,5eu2HVAd,f7f6,-165,65,b8a8,0.0137,0.0133,0.0111,0.009,a7a3,a7a3,a7a3,a7a3,141.0,0.0137,-0.0047,True,club,6,pawn,False,False,True,True,middlegame,False
r4rk1/5pbp/3p1Ppn/1ppN4/6P1/qPP4P/P2Q4/1K1R2BR b - - 2 24,48,5eu2HVAd,f8e8,-445,26,c5c4,0.0179,0.0115,0.0105,0.0126,g7h8,g7h8,g7h8,g7h8,1554.0,0.0179,-0.0053,True,club,6,rook,False,False,True,False,middlegame,False
r2q1r1k/pp4b1/2pp2pp/4pp2/3nP1P1/P1PPB2P/BP3P2/R2QK2R b KQ - 1 18,36,Xkmlak8m,f5e4,108,163,f5e4,0.0354,0.0353,0.0363,0.0365,d4b5,d4b5,d4b5,d4b5,324.0,0.0365,0.0011,True,club,1,pawn,True,False,False,True,middlegame,True
r4b1r/pp1k1ppp/2p1b3/8/4BB2/8/PPP2PPP/R3R1K1 b - - 1 14,28,7Sb47dxb,g7g6,-18,18,a8d8,0.0368,0.0362,0.0334,0.0284,a8d8,a8d8,f8d6,f8d6,510.0,0.0368,-0.0084,True,club,1,pawn,False,False,True,True,middlegame,False
r3kb1r/ppqn1ppp/2p1pn2/4Nb2/3P1P2/2N5/PPPBB1PP/R2Q1RK1 b kq - 3 10,20,W7xFtGyZ,c7b6,34,32,c6c5,0.0124,0.0119,0.0113,0.0155,f8d6,f8d6,f8d6,f8e7,179.0,0.0155,0.0031,True,club,1,queen,False,False,True,False,opening,False
r1b1kb1r/ppp1qpp1/2np1n1p/8/2BPP3/1Q3N2/PP3PPP/RNB2RK1 b kq - 0 8,16,5qNXu8jA,f6d7,-171,41,a8b8,0.0005,0.0019,0.0064,0.012,c8e6,c6a5,c6a5,c6a5,288.0,0.012,0.0115,True,club,1,knight,False,False,True,False,opening,False
2br2k1/p1q1bppp/2p2n2/1p2pPB1/4P3/1NPr3P/PP2Q1PN/R4RK1 b - - 4 18,36,ytHVOUtt,f6e4,249,86,a7a5,0.0128,0.0088,0.0062,0.0033,c7b6,a7a5,a7a5,a7a5,167.0,0.0128,-0.0095,True,club,0,knight,True,False,False,False,middlegame,False
2br2k1/2q1bppp/2p2n2/p3pPB1/Pp2P3/1NPr3P/1P2Q1PN/3R1RK1 b - - 1 20,40,ytHVOUtt,c7a7,470,7,d3d1,0.0028,0.0019,0.0013,0.0009,d3d1,d3d1,c8a6,c8a6,145.0,0.0028,-0.0019,True,club,0,queen,False,True,False,False,middlegame,False
2b3k1/2q1bppp/2p2n2/p3pPB1/Pp2P3/1NP4P/1P4PN/3Q2K1 b - - 0 22,44,ytHVOUtt,c7a7,448,17,f6e4,0.0074,0.0041,0.002,0.0015,b4c3,b4c3,f6e4,f6e4,237.0,0.0074,-0.0059,True,club,0,queen,False,True,False,False,middlegame,False
2b3k1/4qppp/2p5/p3pP2/PP2n3/1N5P/1P4PN/3Q2K1 b - - 0 24,48,ytHVOUtt,e7a7,315,203,a5b4,0.0213,0.0186,0.0159,0.0189,a5b4,a5b4,a5b4,a5b4,203.0,0.0213,-0.0024,True,club,5,queen,False,True,False,False,endgame,False
6k1/5ppp/b1p5/4pP2/Pp2n3/1N3Q1P/1P4P1/4KNq1 b - - 7 28,56,ytHVOUtt,h7h5,434,60,a6f1,0.0005,0.0002,0.0002,0.0003,a6f1,a6f1,a6f1,a6f1,235.0,0.0005,-0.0002,True,club,5,pawn,False,False,True,True,endgame,False
r1bqr1k1/ppp1bppp/2n2n2/6B1/3PN3/3B1N2/PP2QPPP/R4RK1 b - - 0 12,24,VT0eRSlP,c8f5,61,2,f6e4,0.0318,0.0213,0.0134,0.0098,f6e4,f6e4,f6e4,c6d4,101.0,0.0318,-0.022,True,club,1,bishop,False,False,True,False,middlegame,False
4R3/6pk/2pB3p/5p2/2PPn3/1P3P1P/6PK/4r3 b - - 0 30,60,YhCa9KbV,g7g5,-522,33,e4d6,0.0381,0.0271,0.0221,0.0218,e4d6,e4d6,e4d6,e4d6,122.0,0.0381,-0.0163,True,club,3,pawn,False,False,True,True,endgame,False
2kr1bnr/pppb1ppp/8/8/2qn3N/2N3P1/PP1PPPBP/R1BQ1RK1 b - - 10 12,24,Z23gTZIV,c4a6,-198,9,f8c5,0.0058,0.0066,0.0058,0.0052,f8b4,f8b4,g7g5,g7g5,146.0,0.0066,-0.0006,True,club,1,queen,False,False,True,False,middlegame,False
r1b2rk1/p3b1pp/4pn2/q2pNp2/2pP1B2/2P1P3/P1Q1BPPP/R3K2R b KQ - 0 14,28,zxjApN2H,a5a3,21,1,f6e4,0.0236,0.0172,0.0126,0.0141,f6e4,f6e4,f6e4,f6e4,103.0,0.0236,-0.0095,True,club,1,queen,False,False,True,False,middlegame,False
r3r1k1/8/p3p2p/1bBpN3/2pP1p2/8/PbB2PPP/5RK1 b - - 5 28,56,zxjApN2H,e8c8,330,21,a8c8,0.0111,0.0098,0.0092,0.009,c4c3,c4c3,c4c3,c4c3,143.0,0.0111,-0.0021,True,club,0,rook,False,False,True,False,middlegame,False
3r2k1/pq4p1/1p2pp1p/3b4/3P1QN1/P1R3P1/1P3P1P/6K1 b - - 1 24,48,MtkFrgQO,d8d7,65,16,d5h1,0.0207,0.0318,0.0426,0.0493,d5h1,d5h1,d5h1,d5h1,301.0,0.0493,0.0286,True,club,5,rook,False,False,True,False,endgame,False
r5k1/pb3p1p/1pnq1p1B/1B3N2/3Pr3/P7/1P3PPP/R2Q2K1 b - - 5 18,36,Gbkn9tba,d6c7,-393,40,d6d5,0.0287,0.0285,0.0233,0.0156,d6d5,d6d5,d6d5,d6d5,273.0,0.0287,-0.0131,True,club,6,queen,False,False,True,False,middlegame,False
r3kb1r/ppp2n2/2n5/3pp3/8/3B3q/PPPP1PQ1/RNB2RK1 b kq - 1 12,24,wNPRPuSY,f7g5,595,78,h3h4,0.0079,0.0044,0.0028,0.0021,h3g2,h3g2,h3g2,h3g2,191.0,0.0079,-0.0058,True,club,7,knight,False,False,True,False,middlegame,False
r5k1/pb1qp2p/1p4p1/3p1r2/4N3/7Q/PPP2PPP/3R1RK1 b - - 9 20,40,iaF4Q0R8,d7b5,21,14,d7b5,0.0476,0.0423,0.0376,0.0332,f5h5,d7e6,d7e6,d7e6,385.0,0.0476,-0.0144,True,club,4,queen,False,False,True,False,middlegame,True
r2qr1k1/1bp2pbp/pp1p1np1/4n3/2PNP1PP/2N1BP2/PP1QB3/1K1R3R b - - 0 14,28,uAIJeZoG,e5g4,39,121,h7h5,0.0151,0.0211,0.0246,0.0146,b6b5,c7c5,c7c5,h7h5,253.0,0.0246,-0.0005,True,club,1,knight,True,False,False,False,middlegame,False
r2qr1k1/1bp2pb1/p2p1np1/1p2n1BP/2PNP2P/2N2P2/PP1QB3/1K1R3R b - - 0 16,32,uAIJeZoG,c7c5,-212,80,g6h5,0.008,0.0114,0.0162,0.0177,g6h5,g6h5,e5c4,b5c4,118.0,0.0177,0.0097,True,club,6,pawn,False,False,True,True,middlegame,False
r5kb/2p5/p2p4/3P3B/2p4P/5P2/PP2r3/1K1R4 b - - 0 28,56,uAIJeZoG,a8b8,883,250,e2b2,0.0369,0.0323,0.0377,0.0411,e2b2,e2b2,e2b2,e2b2,214.0,0.0411,0.0042,True,club,7,rook,False,False,True,False,endgame,False
4r3/pk2q3/1pprp2p/3n1ppQ/3P4/P1P4P/1P1BRPP1/4R1K1 b - - 1 26,52,cblJFIbG,d5c7,-173,36,e7f8,0.0184,0.0171,0.0152,0.0174,f5f4,e7f6,e7f6,e7f6,343.0,0.0184,-0.001,True,club,4,knight,False,False,True,False,middlegame,False
8/2q1bkpp/pNP1p3/Pp3p2/3rp3/3r3P/5PP1/1RR1Q1K1 b - - 0 30,60,rQOAxhk2,d4d8,282,45,d3d2,0.0154,0.0177,0.0196,0.0195,d4d6,d4d6,d4d6,d4d6,394.0,0.0196,0.0041,True,club,5,rook,False,False,True,False,middlegame,False
r3nrk1/1pq1bppp/2p5/p2p1PPP/6Q1/2N2P2/PPP1B3/2KR3R b - - 1 18,36,F0j5hMdz,e7c5,7,60,c7e5,0.0066,0.0051,0.0046,0.0037,b7b5,b7b5,b7b5,b7b5,224.0,0.0066,-0.0029,True,club,0,bishop,False,False,True,False,middlegame,False
r3nQ2/1p3ppk/2p2b1p/p2p3P/5q2/2N2P2/PPP5/1K4RR b - - 0 26,52,F0j5hMdz,f4b4,130,5,f4c7,0.0056,0.0052,0.0056,0.0061,e8d6,e8d6,e8d6,e8d6,360.0,0.0061,0.0005,True,club,5,queen,False,False,True,False,middlegame,False
3rnQ2/1pq2ppk/2p2b1p/p2p3P/6R1/2N2P2/PPP5/1K4R1 b - - 4 28,56,F0j5hMdz,f6g5,219,146,b7b5,0.028,0.0217,0.0143,0.0094,c7e7,c7e7,c7e7,c7e7,771.0,0.028,-0.0186,True,club,5,bishop,False,False,True,False,middlegame,False
r1b1kbnr/ppp2ppp/8/4Pq2/3Q4/8/PPPBB1PP/RN2K2R b KQkq - 2 10,20,ngFFD484,g8e7,-15,135,c8e6,0.04,0.0441,0.0469,0.0481,f5c2,f5c2,f5c2,f5c2,216.0,0.0481,0.0081,True,club,1,knight,False,False,True,False,opening,False
r4k2/1b3p1p/1ppr2pP/P7/2B5/R3P3/1P2KPP1/7R b - - 0 26,52,rWfwebq3,c6c5,-97,3,b6b5,0.0169,0.0095,0.0052,0.0029,b6a5,b6a5,a8a5,a8a5,136.0,0.0169,-0.014,True,club,4,pawn,False,False,True,True,endgame,False
3r4/4k2p/b1p3pP/Pp3p2/1P6/3RP3/4KPP1/3B4 b - - 2 32,64,rWfwebq3,d8e8,-348,23,d8d3,0.0096,0.0106,0.0132,0.0158,d8d3,d8d3,d8d3,d8d3,222.0,0.0158,0.0062,True,club,6,rook,False,False,True,False,endgame,False
r5k1/pprbppbp/3p1np1/q3n3/4P3/1PN1B1PP/P1PQNPB1/1R3RK1 b - - 2 14,28,VmC5FNuX,d7h3,217,212,a8c8,0.0029,0.0019,0.001,0.0004,a8c8,a8c8,a8c8,a8c8,233.0,0.0029,-0.0025,True,club,1,bishop,True,False,False,False,middlegame,False
2r3k1/pprbppbp/q2p1np1/4n3/1P2P3/2N1B1PP/P1PQNPB1/1R1R2K1 b - - 2 16,32,VmC5FNuX,d7h3,277,111,e5c4,0.002,0.0013,0.001,0.0009,e5c4,e5c4,e5c4,e5c4,103.0,0.002,-0.0011,True,club,0,bishop,True,False,False,False,middlegame,False
r1b1k2r/pp1p2bp/6p1/3Np3/1q2P3/4B3/PPP3PP/R2Q1RK1 b - - 3 14,28,aFwK7So9,b4c4,-769,23,b4e4,0.0193,0.0214,0.0223,0.0263,b4e4,b4e4,b4e4,b4e4,505.0,0.0263,0.007,True,club,3,queen,False,False,True,False,middlegame,False
1Q6/2p1kppp/p1b1p3/8/1npq4/6P1/1P3P1P/R4RK1 b - - 3 22,44,gF9Qs385,d4b6,0,40,d4d5,0.0112,0.0162,0.0201,0.0214,d4e4,d4e4,d4e4,d4e4,516.0,0.0214,0.0102,True,club,5,queen,False,False,True,False,endgame,False
r1bqr1k1/pp1n1pbp/5np1/4p3/2NpP3/1P1P1N2/PB2BPPP/R2Q1RK1 b - - 1 12,24,4iZ9muqn,g7f8,28,34,g7f8,0.028,0.0203,0.0155,0.0122,b7b5,b7b5,b7b5,b7b5,122.0,0.028,-0.0158,True,club,1,bishop,False,False,True,False,middlegame,True
